respondent_id,churned,age,gender,loyalty_level,how_long_a_customer,how_far_away,feel_valued_as_customer,get_often_inspiration,good_product_overview,pick_up_flexibility,fair_prices,looking_forward_to_the_next_12_months,see_improvements_recently,informed_about_new_products,find_productst_i_want,i_enjoy_buying
15847,0,2,1,1,1,3,2,2,2,2,2,4,2,2,3,2
15848,0,5,2,1,8,1,1,1,2,1,2,2,1,4,1,1
15849,1,3,1,1,1,1,4,3,2,3,3,3,2,2,3,3
1585,0,5,2,,8,1,1,1,2,1,1,1,1,,1,1
15850,1,2,1,1,2,2,4,4,3,4,4,3,2,,4,4
15851,0,3,2,,2,1,2,3,3,1,1,1,1,,2,1
15852,0,2,1,1,2,1,1,1,1,1,1,2,1,,1,1
15853,0,4,1,1,4,4,2,1,2,1,1,2,1,,3,3
15854,0,5,2,1,5,1,1,1,1,1,1,1,1,,1,1
15855,1,6,2,1,5,1,2,2,2,2,2,1,2,1,1,2
15856,1,4,1,1,4,2,2,3,3,1,3,1,1,,2,2
15857,0,4,1,1,1,1,1,1,1,2,1,1,1,2,1,1
15858,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
15859,0,3,1,1,4,2,4,4,3,5,2,1,1,2,3,1
1586,0,6,2,1,6,4,1,1,4,1,1,2,1,,1,1
15860,0,5,2,1,8,2,1,2,2,2,1,2,1,1,1,2
15861,0,2,1,2,2,6,2,1,1,1,1,1,1,,1,1
15862,1,2,2,1,4,1,2,2,2,2,2,3,3,,3,2
15863,1,5,2,1,1,1,1,3,1,1,1,1,1,1,1,1
15864,0,2,2,1,2,2,1,1,1,1,1,1,1,,1,1
15865,0,2,2,1,1,1,3,4,4,2,1,2,2,4,2,2
15866,0,4,1,2,2,2,1,2,1,2,3,1,2,,2,2
15867,1,4,,1,5,3,5,3,3,2,4,2,3,,3,3
15868,0,2,2,1,1,3,2,2,2,1,1,1,1,1,1,1
15869,1,3,,1,3,,4,2,3,5,2,3,2,,2,3
1587,0,5,1,,7,4,1,2,4,4,4,2,2,,2,2
15870,0,2,2,1,2,3,3,3,2,1,1,1,2,3,1,2
15871,1,3,,1,5,,5,5,5,2,2,3,1,4,5,4
15872,0,4,2,1,4,1,2,2,3,1,1,4,1,,1,2
15873,0,1,1,,1,4,2,1,2,1,1,2,2,,2,2
15874,0,2,2,,1,2,1,1,1,1,2,1,1,,1,1
15875,0,5,2,,5,6,2,2,2,2,4,2,1,,1,2
15876,1,3,1,3,4,3,2,1,1,1,5,1,2,,2,1
15877,1,3,2,3,5,4,2,5,2,5,5,3,1,,5,2
15878,0,2,1,1,4,2,1,1,1,1,1,1,1,,1,1
15879,0,5,2,1,6,1,2,2,2,2,2,1,2,,2,2
1588,0,1,2,,2,1,4,1,1,1,5,1,1,,1,1
15880,0,3,2,1,3,3,1,2,2,2,1,3,1,,1,1
15881,1,4,2,1,5,1,4,3,4,1,2,3,2,,4,4
15882,0,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1
15883,0,3,2,1,2,3,1,1,1,2,5,1,1,,1,2
15884,0,3,1,1,3,,2,5,5,2,3,4,5,,5,5
15885,0,2,1,1,1,4,4,3,3,4,2,1,3,,3,3
15886,1,1,2,,2,2,2,2,4,1,4,2,1,,2,2
15887,0,5,2,1,7,2,1,1,1,1,1,1,1,1,1,1
15888,0,3,1,1,2,3,1,1,1,1,1,2,1,,1,1
15889,1,2,2,,2,2,3,5,4,5,5,3,2,3,3,2
1589,0,2,2,,2,2,1,1,3,1,1,4,1,,1,1
15890,0,4,2,1,6,1,1,1,1,1,1,4,1,1,1,1
15891,1,3,2,2,2,2,2,1,1,1,1,1,1,,1,3
15892,0,5,2,1,2,4,2,2,2,2,4,3,1,3,2,3
15893,1,2,1,,1,3,2,4,4,2,2,4,1,,1,1
15894,0,2,1,,2,2,1,1,1,1,5,1,1,,1,1
15895,0,5,2,1,2,2,1,4,2,2,2,1,1,2,2,2
15896,1,3,1,1,3,1,5,5,5,1,5,3,5,5,5,5
15897,0,4,2,,1,3,1,1,1,1,1,1,1,,1,1
15898,0,3,1,1,2,3,3,4,2,4,2,1,1,,2,2
15899,1,3,1,3,6,3,5,5,1,1,5,3,2,1,5,1
159,1,2,2,1,2,3,1,1,1,1,1,3,1,,1,2
1590,0,4,1,1,2,1,1,1,1,1,1,1,1,,1,1
15900,0,5,2,1,2,1,2,1,1,1,1,1,1,1,1,1
15901,0,4,1,,3,5,1,1,1,1,2,1,1,,1,1
15902,0,1,1,,1,4,2,5,2,4,1,1,1,,1,2
15903,1,3,1,1,3,3,5,1,1,4,5,4,1,,2,1
15904,0,3,,1,2,,1,5,1,1,1,2,1,,1,1
15905,0,2,1,,3,4,1,1,2,2,2,1,2,,2,2
15906,0,5,2,1,2,1,2,3,2,1,1,2,1,,1,1
15907,1,3,1,1,2,,4,4,5,1,2,3,4,,5,5
15908,0,4,2,1,4,3,1,1,1,1,1,1,1,,1,2
15909,0,4,1,,3,3,1,1,1,1,1,1,1,,1,1
1591,0,4,2,1,4,2,2,2,2,2,2,3,2,4,2,2
15910,0,2,1,1,3,2,4,2,4,2,2,2,2,,4,4
15911,0,4,4,1,1,7,5,1,1,1,1,2,1,,5,3
15912,0,6,2,1,7,2,1,1,1,1,1,1,1,,1,1
15913,0,3,2,1,2,2,1,2,1,1,1,1,1,1,1,1
15914,0,2,1,1,2,2,1,1,4,1,1,2,1,,2,1
15915,0,5,2,1,8,3,1,1,2,1,1,1,2,,2,1
15916,0,3,1,,3,3,1,1,4,1,5,3,1,,1,2
15917,0,1,2,1,1,2,3,4,2,1,1,4,2,,1,3
15918,1,5,2,1,2,2,5,5,2,2,4,3,2,3,3,5
15919,0,3,1,,2,4,1,1,1,1,1,1,1,,1,1
1592,0,5,,1,6,,1,1,1,1,1,1,1,,1,1
15920,0,1,2,,1,1,1,2,1,1,1,1,1,,1,1
15921,0,5,2,,6,2,1,2,2,1,1,4,1,,2,1
15922,1,3,2,1,4,3,4,2,4,2,1,1,1,,2,2
15923,0,3,2,2,4,2,1,2,2,2,2,1,1,,1,1
15924,1,2,2,1,1,5,2,2,2,2,2,1,2,,2,2
15925,0,6,2,1,6,3,2,2,4,1,2,3,1,,2,2
15926,0,1,1,1,2,1,3,5,3,1,1,1,2,1,3,2
15927,1,4,1,1,6,2,1,5,1,1,5,3,1,,1,5
15928,1,6,2,1,6,1,2,2,1,2,2,2,2,4,2,2
15929,1,2,2,1,2,5,1,1,1,1,1,1,1,,1,1
1593,1,2,1,1,2,4,4,4,4,2,1,1,2,,2,2
15930,0,2,1,1,2,2,5,5,5,2,1,1,1,,5,2
15931,1,2,2,1,7,,3,5,2,4,1,1,2,,5,1
15932,0,5,2,1,5,4,3,2,2,2,1,4,2,,3,2
15933,1,3,1,1,2,3,1,1,1,1,1,1,1,1,1,1
15934,1,2,1,,4,3,4,2,4,2,5,3,4,,3,4
15935,1,3,1,1,5,1,2,2,1,1,2,1,2,1,1,2
15936,0,3,1,2,5,1,1,1,1,1,5,3,1,,1,1
15937,0,4,1,1,4,,2,3,4,2,2,2,2,3,2,2
15938,0,3,1,2,5,1,1,1,1,1,5,3,1,,1,1
15939,1,4,1,1,6,1,2,4,2,2,5,3,2,,4,2
1594,0,6,2,1,2,1,1,1,1,1,1,1,1,,1,1
15940,0,5,2,1,5,2,2,1,1,1,1,2,1,1,1,1
15941,1,2,1,,3,3,4,5,4,2,5,2,1,,4,3
15942,1,6,2,1,3,3,3,1,2,3,3,3,3,1,3,1
15943,0,1,1,,1,2,1,2,1,1,1,2,1,,1,1
15944,1,2,1,1,3,3,2,5,2,2,5,3,4,2,5,4
15945,1,2,1,1,2,1,3,4,4,2,2,4,1,,4,3
15946,0,3,2,1,8,1,5,1,1,1,2,1,1,1,1,1
15947,1,3,,,1,,1,5,2,1,1,1,1,,2,1
15948,0,2,2,1,1,2,2,2,2,2,2,1,2,,2,2
15949,1,3,1,,3,2,5,4,1,2,2,4,2,,5,4
1595,1,2,1,1,2,2,2,2,4,4,4,2,2,2,2,4
15950,0,5,2,,6,3,2,2,2,1,4,1,1,,2,2
15951,1,4,1,1,6,1,1,1,1,1,1,1,1,,1,1
15952,1,2,2,1,4,4,2,1,2,2,1,3,1,,4,4
15953,1,2,2,1,4,1,3,4,2,2,2,3,2,,2,2
15954,1,2,,1,4,6,1,2,2,2,3,3,1,,2,3
15955,1,2,1,1,1,4,2,2,4,2,2,2,2,2,2,2
15956,1,5,1,3,4,2,1,1,1,1,1,1,1,1,1,1
15957,1,3,1,1,4,2,2,3,2,2,2,2,3,,3,2
15958,1,3,2,1,1,3,4,1,2,4,2,1,1,2,2,2
15959,1,5,1,1,6,3,2,3,4,4,2,3,4,2,4,4
1596,0,5,2,3,4,2,2,2,2,4,4,1,2,,1,2
15960,0,4,1,1,6,1,5,1,2,2,1,3,2,,2,3
15961,1,5,1,1,8,3,2,2,2,2,2,1,2,2,2,2
15962,0,3,1,2,5,4,1,1,1,1,1,4,1,,1,1
15963,1,2,1,1,1,2,2,4,2,2,2,2,2,2,2,2
15964,0,3,2,1,3,3,2,3,3,1,1,1,1,,2,2
15965,0,5,2,1,3,,2,3,4,3,3,4,1,,3,2
15966,0,3,2,1,3,4,1,4,2,1,4,3,1,,2,2
15967,0,2,2,,1,1,1,1,2,1,1,1,1,,1,1
15968,1,2,1,1,2,3,4,4,5,2,5,2,1,3,5,5
15969,1,6,2,1,4,4,5,1,5,5,5,3,1,,5,5
1597,0,5,2,1,4,4,1,1,1,1,1,1,1,,1,1
15970,1,3,2,1,1,3,4,3,3,2,1,4,2,2,4,2
15971,1,2,2,1,2,4,4,3,2,2,2,4,2,,3,4
15972,0,5,,1,2,,2,3,4,2,2,2,2,3,2,2
15973,1,4,1,1,4,1,5,5,5,1,1,4,1,,4,4
15974,1,2,1,3,4,4,2,2,2,4,1,4,2,,2,2
15975,0,3,1,1,5,4,1,2,1,1,1,1,1,1,1,2
15976,0,3,1,1,2,3,1,1,1,1,1,1,1,,1,1
15977,0,3,1,1,4,3,2,2,2,1,1,3,1,,3,1
15978,0,3,2,1,1,1,1,1,1,2,1,1,1,,1,1
15979,1,3,1,,1,3,3,3,2,2,3,4,1,,4,3
1598,0,6,2,1,4,2,2,1,3,1,1,4,1,,2,2
15980,0,3,2,,4,2,3,3,3,2,2,1,2,,3,1
15981,0,3,1,1,2,1,1,1,2,1,1,1,1,1,1,2
15982,0,3,,1,4,2,5,1,5,1,1,3,1,,1,5
15983,1,2,1,1,3,1,4,4,5,2,5,2,2,5,4,4
15984,0,6,1,1,3,2,5,3,1,1,4,3,3,4,3,4
15985,0,6,2,1,6,3,1,1,3,1,1,2,1,1,1,1
15986,0,5,1,1,1,2,1,1,1,1,1,1,1,,1,1
15987,0,2,2,1,2,2,2,2,2,1,2,3,2,,2,1
15988,1,3,2,1,2,5,2,2,3,1,2,4,2,,1,2
15989,0,3,1,2,2,5,2,1,1,1,5,1,1,,1,1
1599,0,5,,1,4,1,2,1,2,1,1,2,1,,1,1
15990,0,5,1,1,4,2,2,2,5,1,2,2,2,4,1,2
15991,0,5,2,,4,5,2,2,2,1,5,2,1,,1,1
15992,0,3,2,1,5,2,2,4,2,2,2,2,2,3,2,2
15993,0,2,1,2,2,2,1,1,1,1,1,1,1,,1,1
15994,1,2,,1,3,,5,1,5,1,5,3,3,1,5,5
15995,1,4,1,1,3,,1,1,1,1,5,3,1,1,1,4
15996,0,4,2,1,2,1,2,1,2,2,1,2,1,2,2,2
15997,1,2,1,1,3,2,1,1,4,1,1,1,1,1,1,1
15998,1,5,1,,4,3,5,5,5,5,5,3,1,,5,5
15999,1,5,2,,5,2,2,1,2,2,2,4,1,,2,1
16,1,5,1,,1,3,1,3,2,3,1,3,1,,1,1
160,0,3,1,,1,2,1,1,3,1,2,4,3,,2,1
1600,1,2,2,1,3,2,1,2,4,1,2,2,3,3,2,1
16000,0,5,2,,4,1,2,3,2,2,4,1,1,,2,2
16001,1,3,1,,4,4,2,1,2,3,4,3,1,,1,2
16002,1,5,1,,3,2,4,4,4,4,5,2,2,,4,4
16003,1,3,,2,4,,2,4,1,4,5,2,1,,2,2
16004,0,2,1,1,2,5,1,1,1,1,2,2,1,,1,1
16005,0,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1
16006,0,2,2,1,1,5,5,1,2,4,1,1,1,3,4,1
16007,1,3,1,1,3,1,4,4,3,3,2,3,2,2,4,4
16008,1,2,1,,1,2,4,4,5,4,2,4,4,,5,4
16009,1,2,1,,2,1,2,5,5,5,1,3,2,,5,5
1601,0,4,2,,5,1,1,1,1,1,4,1,1,,1,2
16010,1,2,,,2,2,4,1,1,4,4,1,1,,2,1
16011,0,1,2,1,2,2,2,1,2,2,1,1,1,3,2,1
16012,1,2,2,,1,3,4,4,1,1,1,3,1,,4,2
16013,1,2,3,1,2,1,2,1,1,1,1,1,2,,1,2
16014,0,3,1,,1,2,1,2,2,1,1,1,1,,2,1
16015,0,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2
16016,0,3,1,1,2,4,2,2,2,2,2,1,2,,2,2
16017,0,5,2,1,3,5,1,2,2,1,1,3,1,2,2,1
16018,1,3,1,1,3,3,2,5,5,3,2,3,3,,2,4
16019,0,3,2,1,1,1,5,5,5,5,2,2,1,,5,3
1602,1,2,1,1,2,3,2,1,2,3,2,2,1,,2,2
16020,0,3,2,1,1,2,3,2,2,2,2,4,2,,2,2
16021,0,4,,2,6,3,1,1,1,4,2,1,1,,1,1
16022,0,6,1,1,4,1,2,1,2,1,2,1,2,2,2,2
16023,1,5,1,1,3,2,2,2,3,1,5,4,1,4,2,3
16024,1,2,1,1,2,2,4,3,2,5,1,2,2,,3,2
16025,1,3,1,1,3,1,3,2,3,3,1,2,2,2,3,2
16026,0,4,2,1,4,3,1,1,1,1,2,4,1,,1,2
16027,1,5,2,,2,2,4,1,1,4,3,4,1,,1,3
16028,0,2,1,,2,1,1,1,1,1,1,1,1,,1,1
16029,1,5,2,,5,1,1,1,2,1,1,4,1,,2,1
1603,1,3,2,,3,2,4,2,2,2,5,4,1,,2,4
16030,0,5,2,1,6,6,1,1,1,1,1,1,1,,1,1
16031,0,6,1,1,5,1,1,1,1,1,1,4,1,1,1,1
16032,1,4,,1,4,1,2,1,2,1,4,3,2,2,2,2
16033,1,2,2,1,3,,4,5,5,1,1,3,1,,5,1
16034,1,3,1,,2,2,3,2,3,3,2,4,1,,3,3
16035,1,3,1,1,2,2,2,1,4,1,4,2,1,,4,2
16036,1,2,1,1,3,2,5,5,4,5,5,3,1,1,5,5
16037,1,5,,1,5,4,4,2,3,2,2,3,2,1,4,2
16038,1,2,2,1,3,4,3,2,1,5,2,1,1,,5,2
16039,0,3,1,1,2,1,5,1,1,2,4,2,1,,1,1
1604,0,3,1,,2,2,1,1,1,1,1,1,1,,1,1
16040,0,3,2,2,3,2,1,1,1,1,1,1,1,,1,1
16041,0,6,2,1,6,2,5,2,4,2,4,3,1,,5,4
16042,1,5,2,1,2,2,2,3,3,1,1,2,1,2,2,2
16043,1,3,1,1,2,2,4,2,5,4,4,3,2,,4,4
16044,0,2,2,1,1,1,1,2,2,1,1,1,1,,1,1
16045,0,5,2,1,7,2,4,4,4,2,4,3,2,2,4,4
16046,0,6,1,1,5,1,1,2,2,1,1,2,1,2,1,1
16047,1,4,2,1,5,,5,2,2,5,2,3,1,2,5,5
16048,0,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2
16049,0,5,2,,2,1,2,3,3,2,1,1,2,,2,3
1605,0,1,1,1,2,1,1,2,2,2,1,1,1,2,2,1
16050,0,2,2,,1,3,1,2,2,2,1,1,2,,2,1
16051,0,3,2,1,3,1,1,2,2,1,1,1,1,,2,1
16052,0,3,2,1,3,2,1,1,1,1,1,1,1,,1,1
16053,0,5,2,1,3,1,1,3,1,1,1,1,1,,1,1
16054,0,5,1,1,8,1,1,1,2,1,1,1,1,1,1,1
16055,1,2,1,,1,4,4,2,1,5,5,4,2,,2,1
16056,0,6,2,1,5,1,1,2,2,1,1,2,2,2,2,1
16057,0,5,2,1,2,3,1,1,5,1,1,1,1,1,1,1
16058,1,5,2,1,6,1,5,5,5,5,5,3,1,5,5,5
16059,0,5,2,1,6,2,2,3,3,2,3,3,2,,2,2
1606,1,4,1,2,2,2,5,4,2,2,5,3,2,,4,4
16060,0,3,2,3,5,1,1,1,1,1,2,1,1,,1,1
16061,0,2,,1,2,2,3,1,2,3,2,1,1,,1,1
16062,0,2,3,1,3,2,2,2,2,2,2,4,2,2,2,2
16063,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
16064,0,4,1,,1,2,2,2,2,2,2,1,1,,1,2
16065,0,5,2,,5,2,1,1,1,1,5,2,1,,1,1
16066,0,6,2,,2,1,3,1,2,1,5,1,1,,4,1
16067,1,4,1,1,5,1,4,3,4,2,2,2,2,4,4,3
16068,0,2,2,1,1,6,1,1,1,2,5,2,1,,1,1
16069,0,4,2,1,5,1,1,1,1,1,1,2,1,,1,1
1607,0,6,1,1,4,2,4,2,4,1,1,4,2,,4,2
16070,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16071,0,5,2,1,4,2,2,1,2,1,1,2,1,,1,2
16072,1,2,1,,2,4,5,3,5,2,2,1,2,,3,3
16073,1,5,5,,3,2,4,4,3,3,3,3,2,,4,3
16074,1,5,2,1,8,1,1,1,1,2,1,4,1,1,1,2
16075,0,2,2,1,4,3,2,2,3,5,5,2,1,2,1,3
16076,1,3,1,1,5,2,5,2,4,2,2,3,2,2,2,5
16077,0,3,2,,3,2,2,1,2,1,2,4,1,,1,1
16078,1,2,1,1,2,3,4,2,4,1,1,1,1,,2,2
16079,0,1,1,,1,2,2,3,2,2,2,1,2,,2,2
1608,1,3,1,,1,4,4,2,2,2,4,3,1,,4,4
16080,1,3,1,1,4,4,5,2,5,2,5,3,2,,1,4
16081,0,2,1,1,2,1,4,2,2,2,2,2,2,1,2,4
16082,0,4,2,3,4,3,1,3,2,1,1,3,1,,1,1
16083,0,5,1,1,5,2,1,1,1,1,1,1,1,1,1,1
16084,0,2,2,,1,2,1,2,3,1,2,4,1,,1,1
16085,1,5,2,1,4,1,1,1,1,1,2,2,1,2,1,1
16086,0,4,1,1,6,1,1,1,1,1,3,1,1,1,1,1
16087,1,5,2,1,8,1,4,2,2,2,4,3,2,,3,3
16088,1,5,1,1,4,6,1,4,3,2,2,2,1,,3,3
16089,0,5,2,1,6,2,2,2,2,2,2,2,1,2,2,2
1609,0,5,2,,7,2,1,2,1,1,2,1,1,,1,1
16090,0,4,2,1,6,1,1,2,1,1,1,2,1,,1,1
16091,0,5,2,1,7,1,2,2,2,2,2,2,2,,2,2
16092,1,1,1,,1,1,1,2,2,1,1,4,1,,2,1
16093,0,5,1,1,7,1,1,1,2,1,1,3,1,,1,1
16094,0,2,2,1,3,4,1,1,1,2,2,3,4,,1,1
16095,0,2,2,2,3,2,1,1,1,1,1,1,1,,1,1
16096,0,2,2,1,2,1,2,2,1,4,1,2,1,2,1,1
16097,1,6,2,,4,2,1,1,2,5,2,2,1,,2,1
16098,0,5,2,1,3,2,1,2,2,2,1,1,1,2,1,1
16099,0,6,2,1,6,1,3,3,4,2,2,3,1,3,2,2
161,1,3,1,2,3,4,1,1,1,1,4,1,1,,1,1
1610,0,3,1,1,2,3,1,2,1,1,1,1,1,,1,1
16100,0,2,1,1,1,2,1,1,1,1,1,1,1,,1,1
16101,0,4,1,3,1,2,2,2,2,2,2,1,1,1,2,1
16102,1,5,2,1,2,3,2,2,2,2,2,3,2,,2,2
16103,0,4,1,1,1,4,1,1,1,1,1,1,1,,1,1
16104,1,5,2,1,6,3,1,1,2,1,2,3,2,4,2,2
16105,1,3,1,1,1,3,4,2,4,2,4,2,2,4,4,5
16106,0,5,2,1,3,2,3,2,2,2,1,1,2,,1,1
16107,1,5,1,1,6,1,2,1,1,4,1,2,1,1,1,2
16108,1,2,2,2,2,2,2,3,3,2,2,1,1,,2,1
16109,0,3,1,1,5,3,1,1,2,2,1,3,1,1,1,4
1611,0,4,1,1,7,1,2,2,2,4,2,3,2,,2,2
16110,1,2,1,1,3,2,5,5,5,2,5,3,2,5,5,5
16111,1,4,1,,5,1,4,5,2,4,4,2,1,,4,3
16112,1,4,2,1,4,1,3,2,2,2,3,2,2,,4,2
16113,0,2,1,1,3,1,1,1,1,1,4,4,1,2,1,1
16114,0,2,2,1,1,1,1,5,4,1,1,2,1,1,1,1
16115,1,5,1,3,5,3,1,1,1,1,1,1,1,,1,1
16116,0,5,2,1,6,1,1,2,2,1,2,3,1,1,1,2
16117,0,5,1,1,2,1,2,2,2,2,1,2,1,2,1,1
16118,1,2,4,1,3,,5,5,5,4,1,4,2,4,4,5
16119,0,5,2,1,6,2,2,2,2,1,1,1,1,,2,1
1612,0,5,2,1,1,1,1,1,1,1,1,1,1,,1,1
16120,0,2,2,,1,2,1,2,4,2,1,4,1,,1,1
16121,1,4,2,1,6,3,2,2,2,4,5,3,4,4,1,2
16122,0,6,1,1,6,2,5,5,2,1,5,3,1,5,2,1
16123,0,3,1,3,5,2,1,1,1,1,1,1,1,1,1,2
16124,1,3,1,1,4,3,1,1,1,1,1,3,1,1,1,1
16125,1,2,,1,4,2,5,3,5,5,5,2,1,2,5,3
16126,0,5,2,1,5,1,4,3,3,2,2,3,2,,3,3
16127,1,5,2,1,8,2,5,2,5,2,3,3,5,,5,5
16128,0,5,1,2,2,4,1,1,1,1,1,1,1,,1,1
16129,0,4,2,2,1,3,1,1,1,2,2,1,1,,1,1
1613,0,6,2,1,4,1,3,3,3,2,2,2,2,,3,2
16130,1,3,,1,3,,2,2,3,3,2,4,2,,4,2
16131,1,4,1,,5,2,5,3,2,2,5,1,1,,2,1
16132,1,3,1,3,4,4,1,5,2,5,5,3,1,,2,1
16133,1,4,2,,4,2,3,4,5,4,3,3,1,,3,3
16134,0,5,1,1,4,1,3,2,2,2,2,3,1,3,3,2
16135,0,3,2,1,4,1,5,1,5,1,4,2,2,,4,2
16136,0,2,2,1,2,3,1,2,2,2,2,2,2,,2,1
16137,1,3,,1,3,3,5,2,3,2,2,4,2,3,4,2
16138,0,3,1,1,3,3,1,1,1,1,1,1,1,1,1,2
16139,1,2,2,2,4,3,1,4,1,5,2,1,1,,3,2
1614,0,2,1,1,2,2,1,1,1,1,1,1,1,,1,1
16140,1,2,1,1,2,2,2,4,5,2,2,4,1,2,2,2
16141,0,4,1,1,1,3,3,3,3,3,3,4,3,,3,3
16142,1,2,1,,2,1,2,2,1,4,1,3,1,,4,4
16143,0,2,1,1,3,1,2,2,2,2,1,1,2,2,1,1
16144,0,3,,,2,2,1,1,2,1,1,4,1,,1,1
16145,1,3,,1,2,4,5,2,1,1,1,1,1,,4,1
16146,1,4,1,1,2,,2,2,2,1,2,3,1,,1,2
16147,1,2,1,1,3,3,4,5,5,4,4,3,3,,2,5
16148,1,3,5,1,4,4,3,3,1,2,5,3,2,4,3,3
16149,1,4,1,1,6,2,1,2,1,2,5,3,2,2,4,5
1615,1,4,2,,2,1,1,2,4,1,4,4,3,,4,1
16150,0,4,1,4,5,4,1,1,1,1,1,1,2,,1,4
16151,1,2,1,1,3,2,2,4,3,5,2,3,3,3,4,3
16152,0,3,1,1,1,2,1,1,1,1,4,4,1,1,1,1
16153,1,3,1,2,2,4,2,2,2,2,4,4,1,,2,2
16154,0,3,2,1,1,2,1,1,2,1,2,1,1,2,2,2
16155,0,6,2,1,5,1,2,2,2,1,2,4,2,,1,2
16156,0,5,2,1,2,1,1,1,1,1,1,4,1,1,1,1
16157,0,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1
16158,1,5,2,1,7,2,4,2,2,2,4,2,2,4,4,4
16159,0,2,2,1,2,1,1,1,3,1,1,4,1,,1,1
1616,0,5,1,,4,2,1,1,2,1,5,1,1,,2,1
16160,1,3,2,1,4,2,4,2,2,2,2,3,2,,4,4
16161,0,3,,2,4,3,1,1,1,1,2,1,1,,1,1
16162,0,6,2,1,1,2,1,1,5,1,1,1,1,,1,1
16163,1,5,1,1,6,5,3,2,2,4,1,3,1,,2,2
16164,0,1,2,1,2,2,4,2,5,2,1,2,2,1,3,1
16165,1,3,,,4,,2,5,5,1,1,4,1,,2,3
16166,0,1,2,1,2,1,2,1,1,2,1,1,2,,1,1
16167,1,5,2,1,6,2,3,5,5,5,5,4,1,5,5,5
16168,1,1,1,1,2,2,2,3,2,2,3,3,2,2,5,4
16169,0,3,1,2,4,2,1,2,1,3,1,3,1,,1,1
1617,0,5,2,1,7,2,1,1,1,1,2,1,1,1,2,2
16170,1,3,2,2,3,2,2,4,4,2,5,3,2,,3,3
16171,0,4,1,1,5,2,1,2,2,1,2,2,1,1,2,1
16172,0,3,2,1,4,2,2,2,2,2,2,3,2,2,1,4
16173,0,2,,,2,2,1,1,1,1,1,1,1,,1,1
16174,0,5,2,1,5,1,2,2,2,3,3,1,2,2,2,2
16175,0,5,2,1,5,7,1,1,2,1,1,2,1,,2,1
16176,0,2,1,1,2,1,2,1,2,1,1,1,1,,1,1
16177,1,5,2,,5,1,1,1,2,1,4,1,1,,1,2
16178,0,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1
16179,0,5,1,1,6,1,1,1,2,1,2,1,1,,1,1
1618,0,3,2,1,2,2,1,1,2,1,1,1,2,,2,1
16180,0,3,5,1,2,6,3,2,2,2,3,3,2,3,2,3
16181,0,2,1,1,3,4,1,1,5,2,2,1,1,,1,1
16182,0,5,2,1,4,3,1,1,2,1,3,1,1,1,1,1
16183,0,2,1,1,2,2,4,3,2,3,4,4,1,,1,3
16184,0,3,,2,4,1,1,1,4,1,5,3,2,,1,1
16185,0,2,,1,2,1,5,4,2,3,4,3,2,,3,2
16186,0,5,,,8,,1,1,1,1,2,1,1,,1,1
16187,1,3,2,1,3,3,5,5,4,3,1,1,1,5,4,4
16188,0,1,2,1,1,2,2,2,2,2,1,1,1,3,2,2
16189,1,4,2,1,5,2,2,4,2,2,2,3,2,,2,3
1619,0,3,2,,3,3,2,2,2,1,4,2,2,,2,3
16190,0,0,2,1,4,2,4,4,2,3,2,4,2,4,3,2
16191,1,3,1,2,3,2,2,2,2,4,5,2,2,,2,1
16192,0,3,1,2,3,4,1,1,1,1,1,1,1,,1,1
16193,1,4,2,1,6,5,2,2,4,1,2,3,2,,2,3
16194,0,5,2,1,2,2,1,1,3,1,2,4,1,2,2,1
16195,1,2,,,2,,4,3,3,3,3,2,2,,3,3
16196,1,3,1,1,4,1,1,5,3,1,2,1,1,,1,3
16197,1,5,,1,4,1,2,1,2,2,1,3,1,2,2,2
16198,0,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1
16199,0,4,,1,4,,2,3,2,2,2,2,2,,1,1
162,0,3,,,2,3,3,1,3,4,4,2,1,,2,1
1620,0,3,2,,5,2,4,4,2,2,4,1,1,,2,2
16200,0,2,2,1,2,3,2,3,2,2,2,1,1,,3,1
16201,1,4,1,1,2,1,2,3,2,2,2,1,2,,2,2
16202,0,6,1,1,7,1,2,3,1,1,5,3,1,3,1,3
16203,0,2,1,1,2,5,1,1,2,1,1,1,1,1,1,1
16204,0,4,1,3,7,2,2,1,2,1,2,4,1,,2,2
16205,0,5,2,,6,3,1,3,2,1,5,4,1,,2,1
16206,0,3,1,2,4,4,1,2,2,3,2,1,1,,1,1
16207,0,5,1,1,1,2,1,1,2,1,3,1,1,,1,1
16208,0,3,2,1,1,2,1,1,1,1,1,1,1,,1,1
16209,0,4,1,,1,2,1,4,3,1,1,1,1,,1,2
1621,1,3,1,,4,2,4,4,3,2,4,2,2,,4,3
16210,1,4,1,1,2,2,1,2,2,1,2,4,1,1,1,1
16211,0,2,2,1,1,2,2,2,4,2,1,2,1,,1,2
